STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,indic_de,Demographic indicator,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,EE,Estonia,2024,,1374687,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,EE,Estonia,2025,,1369995,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,EL,Greece,2014,,10926807,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,EL,Greece,2015,,10858018,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,EL,Greece,2016,,10783748,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,EL,Greece,2017,,10768193,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,EL,Greece,2018,,10741165,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,EL,Greece,2019,,10724599,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,EL,Greece,2020,,10718565,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,EL,Greece,2021,,10678632,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,EL,Greece,2022,,10461627,,b,break in time series,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,EL,Greece,2023,,10413982,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,EL,Greece,2024,,10400720,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,EL,Greece,2025,,10409547,,ep,"estimated, provisional",,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,ES,Spain,2014,,46495744,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,ES,Spain,2015,,46425722,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,ES,Spain,2016,,46418884,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,ES,Spain,2017,,46497393,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,ES,Spain,2018,,46645070,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,ES,Spain,2019,,46918951,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,ES,Spain,2020,,47318050,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,ES,Spain,2021,,47400798,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,ES,Spain,2022,,47486843,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,ES,Spain,2023,,48085361,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,ES,Spain,2024,,48619695,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,ES,Spain,2025,,49077984,,p,provisional,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,EU27_2020,European Union - 27 countries (from 2020),2014,,442268078,,be,"break in time series, estimated",,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,EU27_2020,European Union - 27 countries (from 2020),2015,,442924865,,be,"break in time series, estimated",,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,EU27_2020,European Union - 27 countries (from 2020),2016,,444003268,,e,estimated,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,EU27_2020,European Union - 27 countries (from 2020),2017,,444670605,,be,"break in time series, estimated",,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,EU27_2020,European Union - 27 countries (from 2020),2018,,445301376,,e,estimated,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,EU27_2020,European Union - 27 countries (from 2020),2019,,446149924,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,EU27_2020,European Union - 27 countries (from 2020),2020,,447030024,,e,estimated,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,EU27_2020,European Union - 27 countries (from 2020),2021,,445891011,,b,break in time series,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,EU27_2020,European Union - 27 countries (from 2020),2022,,445998928,,be,"break in time series, estimated",,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,EU27_2020,European Union - 27 countries (from 2020),2023,,447704445,,bep,"break in time series, estimated, provisional",,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,EU27_2020,European Union - 27 countries (from 2020),2024,,449309618,,ep,"estimated, provisional",,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,EU27_2020,European Union - 27 countries (from 2020),2025,,450380320,,ep,"estimated, provisional",,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,FI,Finland,2014,,5451270,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,FI,Finland,2015,,5471753,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,FI,Finland,2016,,5487308,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,FI,Finland,2017,,5503297,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,FI,Finland,2018,,5513130,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,FI,Finland,2019,,5517919,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,FI,Finland,2020,,5525292,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,FI,Finland,2021,,5533793,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,FI,Finland,2022,,5548241,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,FI,Finland,2023,,5563970,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,FI,Finland,2024,,5603851,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,FI,Finland,2025,,5635971,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,FR,France,2014,,66165980,,b,break in time series,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,FR,France,2015,,66458153,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,FR,France,2016,,66638391,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,FR,France,2017,,66809816,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,FR,France,2018,,67026224,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,FR,France,2019,,67290471,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,FR,France,2020,,67473651,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,FR,France,2021,,67728568,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,FR,France,2022,,68091703,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,FR,France,2023,,68277210,,p,provisional,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,FR,France,2024,,68467362,,p,provisional,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,FR,France,2025,,68635943,,p,provisional,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,GE,Georgia,2014,,4490498,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,GE,Georgia,2015,,3729500,,b,break in time series,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,GE,Georgia,2016,,3720400,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,GE,Georgia,2017,,3718200,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,GE,Georgia,2018,,3729633,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,GE,Georgia,2019,,3723464,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,GE,Georgia,2020,,3716858,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,GE,Georgia,2021,,3728573,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,GE,Georgia,2022,,3688647,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,GE,Georgia,2023,,3736357,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,GE,Georgia,2024,,3694608,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,GE,Georgia,2025,,3704506,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,HR,Croatia,2014,,4217632,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,HR,Croatia,2015,,4180915,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,HR,Croatia,2016,,4131115,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,HR,Croatia,2017,,4078769,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,HR,Croatia,2018,,4014341,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,HR,Croatia,2019,,3968676,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,HR,Croatia,2020,,3933511,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,HR,Croatia,2021,,3893026,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,HR,Croatia,2022,,3862305,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,HR,Croatia,2023,,3850894,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,HR,Croatia,2024,,3861967,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,HR,Croatia,2025,,3874350,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,HU,Hungary,2014,,9850217,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,HU,Hungary,2015,,9815858,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,HU,Hungary,2016,,9779652,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,HU,Hungary,2017,,9739857,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,HU,Hungary,2018,,9713655,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,HU,Hungary,2019,,9700272,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,HU,Hungary,2020,,9689376,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,HU,Hungary,2021,,9651461,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,HU,Hungary,2022,,9610403,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,HU,Hungary,2023,,9599744,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,HU,Hungary,2024,,9584627,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,HU,Hungary,2025,,9539502,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,IE,Ireland,2014,,4637852,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,IE,Ireland,2015,,4677627,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,IE,Ireland,2016,,4726286,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,IE,Ireland,2017,,4799157,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,IE,Ireland,2018,,4855733,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,IE,Ireland,2019,,4940311,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,IE,Ireland,2020,,5012600,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,IE,Ireland,2021,,5066893,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,IE,Ireland,2022,,5154277,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,IE,Ireland,2023,,5271395,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,IE,Ireland,2024,,5351681,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,IE,Ireland,2025,,5439898,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,IS,Iceland,2014,,325671,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,IS,Iceland,2015,,329100,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,IS,Iceland,2016,,332529,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,IS,Iceland,2017,,338349,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,IS,Iceland,2018,,348450,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,IS,Iceland,2019,,356991,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,IS,Iceland,2020,,364134,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,IS,Iceland,2021,,368792,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,IS,Iceland,2022,,376248,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,IS,Iceland,2023,,387758,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,IS,Iceland,2024,,383567,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,IS,Iceland,2025,,389444,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,IT,Italy,2014,,60345917,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,IT,Italy,2015,,60295497,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,IT,Italy,2016,,60163712,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,IT,Italy,2017,,60066734,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,IT,Italy,2018,,59937769,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,IT,Italy,2019,,59816673,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,IT,Italy,2020,,59641488,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,IT,Italy,2021,,59236213,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,IT,Italy,2022,,59030133,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,IT,Italy,2023,,58997201,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,IT,Italy,2024,,58971230,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,IT,Italy,2025,,58934177,,p,provisional,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,LI,Liechtenstein,2014,,37129,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,LI,Liechtenstein,2015,,37366,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,LI,Liechtenstein,2016,,37622,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,LI,Liechtenstein,2017,,37810,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,LI,Liechtenstein,2018,,38114,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,LI,Liechtenstein,2019,,38378,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,LI,Liechtenstein,2020,,38747,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,LI,Liechtenstein,2021,,39055,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,LI,Liechtenstein,2022,,39308,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,LI,Liechtenstein,2023,,39677,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,LI,Liechtenstein,2024,,40015,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,LI,Liechtenstein,2025,,40885,,p,provisional,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,LT,Lithuania,2014,,2947862,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,LT,Lithuania,2015,,2926644,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,LT,Lithuania,2016,,2895573,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,LT,Lithuania,2017,,2859077,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,LT,Lithuania,2018,,2826200,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,LT,Lithuania,2019,,2812200,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,LT,Lithuania,2020,,2809977,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,LT,Lithuania,2021,,2810761,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,LT,Lithuania,2022,,2805998,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,LT,Lithuania,2023,,2857279,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,LT,Lithuania,2024,,2885891,,,,,
